dataset,source,generator,implementation,perturbation_type,perturbation_strength,seed,decision_rule,n_common_samples,ari,nmi,vi,prediction_agreement,accuracy_original,accuracy_perturbed,balanced_accuracy_original,balanced_accuracy_perturbed,macro_f1_original,macro_f1_perturbed,decision_accuracy_gain_original_vs_nearest,decision_accuracy_gain_perturbed_vs_nearest,native_decision_gain_original,native_decision_gain_perturbed
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,2026,three_center_inverse_distance_vote,500,0.013252073798185375,0.28480598177728855,4.077694492929323,0.946,0.884,0.898,0.5857142857142857,0.6775747508305647,0.614751049471279,0.7239990908205345,-0.01200000000000001,-0.014000000000000012,,
internet_ads,"official UCI ad.data; all 1,558 documented numeric fields retained; '?' is unknown and handled only by per-scope median imputation",gbc_confidence_bound_control,repository_internal_control,label_flip,0.05,2026,native_radius_aware,500,0.013252073798185375,0.28480598177728855,4.077694492929323,0.966,0.862,0.888,0.5609634551495016,0.6,0.5744890785530161,0.636098981077147,-0.03400000000000003,-0.02400000000000002,-0.03400000000000003,-0.02400000000000002
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,1,nearest_center,500,0.0,0.0,0.7829926008093177,0.92,0.908,0.912,0.5,0.7073357594330588,0.4758909853249476,0.7201160246297897,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,1,radius_aware_distance,500,0.0,0.0,0.7829926008093177,0.938,0.908,0.938,0.5,0.7411894273127753,0.4758909853249476,0.781908232612458,0.0,0.025999999999999912,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,1,three_center_inverse_distance_vote,500,0.0,0.0,0.7829926008093177,0.948,0.908,0.924,0.5,0.6748707144225243,0.4758909853249476,0.7156369731800767,0.0,0.01200000000000001,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,1,native_radius_aware,500,0.0,0.0,0.7829926008093177,0.938,0.908,0.938,0.5,0.7411894273127753,0.4758909853249476,0.781908232612458,0.0,0.025999999999999912,0.0,0.025999999999999912
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,1,nearest_center,500,0.0,0.0,0.7626504245214252,0.888,0.908,0.904,0.5,0.7615399348783758,0.4758909853249476,0.7379798244464824,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,1,radius_aware_distance,500,0.0,0.0,0.7626504245214252,0.918,0.908,0.958,0.5,0.8498850794866883,0.4758909853249476,0.8678097971824602,0.0,0.05399999999999994,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,1,three_center_inverse_distance_vote,500,0.0,0.0,0.7626504245214252,0.812,0.908,0.844,0.5,0.7675732618272362,0.4758909853249476,0.676079734219269,0.0,-0.06000000000000005,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,1,native_radius_aware,500,0.0,0.0,0.7626504245214252,0.918,0.908,0.958,0.5,0.8498850794866883,0.4758909853249476,0.8678097971824602,0.0,0.05399999999999994,0.0,0.05399999999999994
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,1,nearest_center,500,0.0,0.0,0.8152171691886658,0.88,0.908,0.916,0.5,0.8169890825512354,0.4758909853249476,0.7783968595669242,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,1,radius_aware_distance,500,0.0,0.0,0.8152171691886658,0.918,0.908,0.954,0.5,0.837914192683394,0.4758909853249476,0.8552202540569802,0.0,0.03799999999999992,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,1,three_center_inverse_distance_vote,500,0.0,0.0,0.8152171691886658,0.806,0.908,0.862,0.5,0.8360946178892932,0.4758909853249476,0.7184845492896834,0.0,-0.05400000000000005,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,1,native_radius_aware,500,0.0,0.0,0.8152171691886658,0.918,0.908,0.954,0.5,0.837914192683394,0.4758909853249476,0.8552202540569802,0.0,0.03799999999999992,0.0,0.03799999999999992
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,1,nearest_center,500,0.0,0.0,0.8728006363568618,0.88,0.908,0.916,0.5,0.8169890825512354,0.4758909853249476,0.7783968595669242,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,1,radius_aware_distance,500,0.0,0.0,0.8728006363568618,0.916,0.908,0.956,0.5,0.8487837579007853,0.4758909853249476,0.8629385964912281,0.0,0.039999999999999925,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,1,three_center_inverse_distance_vote,500,0.0,0.0,0.8728006363568618,0.808,0.908,0.86,0.5,0.8252250526719019,0.4758909853249476,0.7127285859680226,0.0,-0.05600000000000005,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,1,native_radius_aware,500,0.0,0.0,0.8728006363568618,0.916,0.908,0.956,0.5,0.8487837579007853,0.4758909853249476,0.8629385964912281,0.0,0.039999999999999925,0.0,0.039999999999999925
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,7,nearest_center,500,0.0,0.0,0.7033387442728782,0.93,0.908,0.938,0.5,0.7607259145757518,0.4758909853249476,0.7917758164403068,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,7,radius_aware_distance,500,0.0,0.0,0.7033387442728782,0.92,0.908,0.944,0.5,0.8031028538594139,0.4758909853249476,0.8218920156735026,0.0,0.006000000000000005,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,7,three_center_inverse_distance_vote,500,0.0,0.0,0.7033387442728782,0.946,0.908,0.942,0.5,0.7336238268530932,0.4758909853249476,0.7857280075660179,0.0,0.0040000000000000036,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,7,native_radius_aware,500,0.0,0.0,0.7033387442728782,0.92,0.908,0.944,0.5,0.8031028538594139,0.4758909853249476,0.8218920156735026,0.0,0.006000000000000005,0.0,0.006000000000000005
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,7,nearest_center,500,0.0,0.0,0.6794368404207675,0.93,0.908,0.938,0.5,0.7607259145757518,0.4758909853249476,0.7917758164403068,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,7,radius_aware_distance,500,0.0,0.0,0.6794368404207675,0.924,0.908,0.948,0.5,0.8053054970312201,0.4758909853249476,0.831045955500104,0.0,0.010000000000000009,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,7,three_center_inverse_distance_vote,500,0.0,0.0,0.6794368404207675,0.958,0.908,0.946,0.5,0.716289982761923,0.4758909853249476,0.7840380093103614,0.0,0.008000000000000007,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,7,native_radius_aware,500,0.0,0.0,0.6794368404207675,0.924,0.908,0.948,0.5,0.8053054970312201,0.4758909853249476,0.831045955500104,0.0,0.010000000000000009,0.0,0.010000000000000009
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,7,nearest_center,500,0.0,0.0,0.71838662710969,0.878,0.908,0.902,0.5,0.7799751005554492,0.4758909853249476,0.7435924270808258,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,7,radius_aware_distance,500,0.0,0.0,0.71838662710969,0.92,0.908,0.952,0.5,0.8270446274660026,0.4758909853249476,0.8473360134344308,0.0,0.04999999999999993,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,7,three_center_inverse_distance_vote,500,0.0,0.0,0.71838662710969,0.816,0.908,0.852,0.5,0.7817467918023366,0.4758909853249476,0.6889606240963045,0.0,-0.050000000000000044,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,7,native_radius_aware,500,0.0,0.0,0.71838662710969,0.92,0.908,0.952,0.5,0.8270446274660026,0.4758909853249476,0.8473360134344308,0.0,0.04999999999999993,0.0,0.04999999999999993
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,7,nearest_center,500,0.0,0.0,4.093819664977955,0.758,0.908,0.79,0.5,0.7378375790078529,0.4758909853249476,0.6226035324309365,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,7,radius_aware_distance,500,0.0,0.0,4.093819664977955,0.902,0.908,0.938,0.5,0.8291036199961693,0.4758909853249476,0.8197150334399534,0.0,0.1479999999999999,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,7,three_center_inverse_distance_vote,500,0.0,0.0,4.093819664977955,0.792,0.908,0.836,0.5,0.7924727063780885,0.4758909853249476,0.6784313725490196,0.0,0.04599999999999993,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,7,native_radius_aware,500,0.0,0.0,4.093819664977955,0.902,0.908,0.938,0.5,0.8291036199961693,0.4758909853249476,0.8197150334399534,0.0,0.1479999999999999,0.0,0.1479999999999999
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,21,nearest_center,500,0.0,0.0,0.8208969856312686,0.952,0.908,0.936,0.5,0.7010151312009194,0.4758909853249476,0.7542242703533026,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,21,radius_aware_distance,500,0.0,0.0,0.8208969856312686,0.934,0.908,0.934,0.5,0.7389867841409692,0.4758909853249476,0.773223931060075,0.0,-0.0020000000000000018,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,21,three_center_inverse_distance_vote,500,0.0,0.0,0.8208969856312686,0.978,0.908,0.93,0.5,0.6195652173913043,0.4758909853249476,0.674424661866756,0.0,-0.006000000000000005,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,21,native_radius_aware,500,0.0,0.0,0.8208969856312686,0.934,0.908,0.934,0.5,0.7389867841409692,0.4758909853249476,0.773223931060075,0.0,-0.0020000000000000018,0.0,-0.0020000000000000018
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,21,nearest_center,500,0.0,0.0,0.7904343198172974,0.924,0.908,0.94,0.5,0.7813637234246313,0.4758909853249476,0.8050530255770431,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,21,radius_aware_distance,500,0.0,0.0,0.7904343198172974,0.926,0.908,0.942,0.5,0.7824650450105344,0.4758909853249476,0.8094887729763109,0.0,0.0020000000000000018,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,21,three_center_inverse_distance_vote,500,0.0,0.0,0.7904343198172974,0.866,0.908,0.902,0.5,0.8092798314499138,0.4758909853249476,0.7555646456685057,0.0,-0.03799999999999992,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,21,native_radius_aware,500,0.0,0.0,0.7904343198172974,0.926,0.908,0.942,0.5,0.7824650450105344,0.4758909853249476,0.8094887729763109,0.0,0.0020000000000000018,0.0,0.0020000000000000018
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,21,nearest_center,500,0.0,0.0,0.8281102474369845,0.882,0.908,0.91,0.5,0.7941486305305496,0.4758909853249476,0.7605746209098164,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,21,radius_aware_distance,500,0.0,0.0,0.8281102474369845,0.92,0.908,0.956,0.5,0.839015514269297,0.4758909853249476,0.8600580123148949,0.0,0.04599999999999993,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,21,three_center_inverse_distance_vote,500,0.0,0.0,0.8281102474369845,0.808,0.908,0.844,0.5,0.7773415054587244,0.4758909853249476,0.6798975672215108,0.0,-0.06600000000000006,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,21,native_radius_aware,500,0.0,0.0,0.8281102474369845,0.92,0.908,0.956,0.5,0.839015514269297,0.4758909853249476,0.8600580123148949,0.0,0.04599999999999993,0.0,0.04599999999999993
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,21,nearest_center,500,0.0,0.0,0.8803642960973912,0.874,0.908,0.906,0.5,0.8017142309902318,0.4758909853249476,0.7580288100165776,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,21,radius_aware_distance,500,0.0,0.0,0.8803642960973912,0.914,0.908,0.954,0.5,0.8476824363148823,0.4758909853249476,0.8581630261843387,0.0,0.04799999999999993,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,21,three_center_inverse_distance_vote,500,0.0,0.0,0.8803642960973912,0.808,0.908,0.844,0.5,0.7773415054587244,0.4758909853249476,0.6798975672215108,0.0,-0.062000000000000055,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,21,native_radius_aware,500,0.0,0.0,0.8803642960973912,0.914,0.908,0.954,0.5,0.8476824363148823,0.4758909853249476,0.8581630261843387,0.0,0.04799999999999993,0.0,0.04799999999999993
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,42,nearest_center,500,0.0,0.0,0.6989145733949361,0.944,0.908,0.932,0.5,0.7085807316606014,0.4758909853249476,0.7519117389527756,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,42,radius_aware_distance,500,0.0,0.0,0.6989145733949361,0.914,0.908,0.962,0.5,0.871624209921471,0.4758909853249476,0.8828303259783667,0.0,0.029999999999999916,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,42,three_center_inverse_distance_vote,500,0.0,0.0,0.6989145733949361,0.974,0.908,0.934,0.5,0.6413043478260869,0.4758909853249476,0.7028044453250238,0.0,0.0020000000000000018,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,42,native_radius_aware,500,0.0,0.0,0.6989145733949361,0.914,0.908,0.962,0.5,0.871624209921471,0.4758909853249476,0.8828303259783667,0.0,0.029999999999999916,0.0,0.029999999999999916
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,42,nearest_center,500,0.0,0.0,0.6701199919422012,0.912,0.908,0.936,0.5,0.7986975675158016,0.4758909853249476,0.8046398046398047,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,42,radius_aware_distance,500,0.0,0.0,0.6701199919422012,0.896,0.908,0.948,0.5,0.8736832024516377,0.4758909853249476,0.8529345219240689,0.0,0.0119999999999999,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,42,three_center_inverse_distance_vote,500,0.0,0.0,0.6701199919422012,0.896,0.908,0.94,0.5,0.8497414288450489,0.4758909853249476,0.8303090637585411,0.0,0.0039999999999998925,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,42,native_radius_aware,500,0.0,0.0,0.6701199919422012,0.896,0.908,0.948,0.5,0.8736832024516377,0.4758909853249476,0.8529345219240689,0.0,0.0119999999999999,0.0,0.0119999999999999
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,42,nearest_center,500,0.0,0.0,0.7121821596635238,0.862,0.908,0.89,0.5,0.7831354146715188,0.4758909853249476,0.7297961188897077,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,42,radius_aware_distance,500,0.0,0.0,0.7121821596635238,0.916,0.908,0.972,0.5,0.8966673051139629,0.4758909853249476,0.9127791068580542,0.0,0.08199999999999996,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,42,three_center_inverse_distance_vote,500,0.0,0.0,0.7121821596635238,0.806,0.908,0.842,0.5,0.7762401838728212,0.4758909853249476,0.6776852086070289,0.0,-0.04800000000000004,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,42,native_radius_aware,500,0.0,0.0,0.7121821596635238,0.916,0.908,0.972,0.5,0.8966673051139629,0.4758909853249476,0.9127791068580542,0.0,0.08199999999999996,0.0,0.08199999999999996
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,42,nearest_center,500,0.0,0.0,0.8960278424223092,0.862,0.908,0.906,0.5,0.8310189618846964,0.4758909853249476,0.7690985015966594,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,42,radius_aware_distance,500,0.0,0.0,0.8960278424223092,0.92,0.908,0.96,0.5,0.8509864010725914,0.4758909853249476,0.872780011195359,0.0,0.05399999999999994,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,42,three_center_inverse_distance_vote,500,0.0,0.0,0.8960278424223092,0.794,0.908,0.842,0.5,0.805544914767286,0.4758909853249476,0.6884833476604705,0.0,-0.06400000000000006,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,42,native_radius_aware,500,0.0,0.0,0.8960278424223092,0.92,0.908,0.96,0.5,0.8509864010725914,0.4758909853249476,0.872780011195359,0.0,0.05399999999999994,0.0,0.05399999999999994
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,2026,nearest_center,500,0.0,0.0,0.6905222969492084,0.918,0.908,0.934,0.5,0.778059758666922,0.4758909853249476,0.7922725384295803,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,2026,radius_aware_distance,500,0.0,0.0,0.6905222969492084,0.926,0.908,0.946,0.5,0.7944359318138288,0.4758909853249476,0.8226274782882894,0.0,0.0119999999999999,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.6905222969492084,0.894,0.908,0.89,0.5,0.7049894656196132,0.4758909853249476,0.6917005796029103,0.0,-0.04400000000000004,,
htru2,official UCI static HTRU_2.csv,tree_kmeans_binary,repository_cleanroom,label_flip,0.1,2026,native_radius_aware,500,0.0,0.0,0.6905222969492084,0.926,0.908,0.946,0.5,0.7944359318138288,0.4758909853249476,0.8226274782882894,0.0,0.0119999999999999,0.0,0.0119999999999999
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,2026,nearest_center,500,0.0,0.0,0.6285380446748522,0.926,0.908,0.954,0.5,0.8183777054204175,0.4758909853249476,0.8489048889122466,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,2026,radius_aware_distance,500,0.0,0.0,0.6285380446748522,0.942,0.908,0.958,0.5,0.7912756176977591,0.4758909853249476,0.8486486486486486,0.0,0.0040000000000000036,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.6285380446748522,0.854,0.908,0.894,0.5,0.8146427887377896,0.4758909853249476,0.7472314692051623,0.0,-0.05999999999999994,,
htru2,official UCI static HTRU_2.csv,tree_class_means_binary,repository_cleanroom,label_flip,0.1,2026,native_radius_aware,500,0.0,0.0,0.6285380446748522,0.942,0.908,0.958,0.5,0.7912756176977591,0.4758909853249476,0.8486486486486486,0.0,0.0040000000000000036,0.0,0.0040000000000000036
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,2026,nearest_center,500,0.0,0.0,0.7222057121194589,0.872,0.908,0.904,0.5,0.8006129094043286,0.4758909853249476,0.7548518896833503,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,2026,radius_aware_distance,500,0.0,0.0,0.7222057121194589,0.928,0.908,0.96,0.5,0.831449913809615,0.4758909853249476,0.8671555343004411,0.0,0.05599999999999994,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.7222057121194589,0.742,0.908,0.786,0.5,0.7649396667305114,0.4758909853249476,0.6294372294372295,0.0,-0.118,,
htru2,official UCI static HTRU_2.csv,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.1,2026,native_radius_aware,500,0.0,0.0,0.7222057121194589,0.928,0.908,0.96,0.5,0.831449913809615,0.4758909853249476,0.8671555343004411,0.0,0.05599999999999994,0.0,0.05599999999999994
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,2026,nearest_center,500,0.0,0.0,0.8313280505185411,0.874,0.908,0.91,0.5,0.8136851177935261,0.4758909853249476,0.7683254563988509,0.0,0.0,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,2026,radius_aware_distance,500,0.0,0.0,0.8313280505185411,0.926,0.908,0.962,0.5,0.8423194790270063,0.4758909853249476,0.8751822995362037,0.0,0.051999999999999935,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,2026,three_center_inverse_distance_vote,500,0.0,0.0,0.8313280505185411,0.758,0.908,0.802,0.5,0.773750239417736,0.4758909853249476,0.6441690448634543,0.0,-0.10799999999999998,,
htru2,official UCI static HTRU_2.csv,gbc_confidence_bound_control,repository_internal_control,label_flip,0.1,2026,native_radius_aware,500,0.0,0.0,0.8313280505185411,0.926,0.908,0.962,0.5,0.8423194790270063,0.4758909853249476,0.8751822995362037,0.0,0.051999999999999935,0.0,0.051999999999999935
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,1,nearest_center,500,0.9988907091462363,0.9956926753925297,0.02619624579924551,0.968,0.812,0.812,0.8368479792314554,0.834090408164025,0.8378860987703038,0.8245553135895475,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,1,radius_aware_distance,500,0.9988907091462363,0.9956926753925297,0.02619624579924551,0.994,0.874,0.868,0.8941292454701776,0.889550490891423,0.8911118707993708,0.8855586454798333,0.061999999999999944,0.05599999999999994,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,1,three_center_inverse_distance_vote,500,0.9988907091462363,0.9956926753925297,0.02619624579924551,0.97,0.834,0.844,0.8462673024666635,0.8552160517958398,0.8462652781250615,0.8532029086163068,0.02199999999999991,0.03199999999999992,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,1,native_radius_aware,500,0.9988907091462363,0.9956926753925297,0.02619624579924551,0.994,0.874,0.868,0.8941292454701776,0.889550490891423,0.8911118707993708,0.8855586454798333,0.061999999999999944,0.05599999999999994,0.061999999999999944,0.05599999999999994
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,1,nearest_center,500,0.6506591980449807,0.7767547410171242,1.297745747398988,0.8,0.85,0.804,0.8801793632532705,0.8372883281715139,0.8767674961507204,0.8310524680782471,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,1,radius_aware_distance,500,0.6506591980449807,0.7767547410171242,1.297745747398988,0.884,0.882,0.89,0.9030460798095471,0.9051648325054742,0.898422725464852,0.9067244651483782,0.03200000000000003,0.08599999999999997,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,1,three_center_inverse_distance_vote,500,0.6506591980449807,0.7767547410171242,1.297745747398988,0.852,0.864,0.826,0.8785057949152965,0.8457863969436497,0.8800099873509312,0.845174339658552,0.014000000000000012,0.02199999999999991,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,1,native_radius_aware,500,0.6506591980449807,0.7767547410171242,1.297745747398988,0.884,0.882,0.89,0.9030460798095471,0.9051648325054742,0.898422725464852,0.9067244651483782,0.03200000000000003,0.08599999999999997,0.03200000000000003,0.08599999999999997
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,1,nearest_center,500,0.9919857598552315,0.9671050141730362,0.18954368470124372,0.956,0.852,0.842,0.8837040016998634,0.8744576552627954,0.880075140347674,0.8709602029461755,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,1,radius_aware_distance,500,0.9919857598552315,0.9671050141730362,0.18954368470124372,0.982,0.892,0.904,0.9084904550219637,0.9184056160914735,0.9065999240261707,0.9175061501480856,0.040000000000000036,0.062000000000000055,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,1,three_center_inverse_distance_vote,500,0.9919857598552315,0.9671050141730362,0.18954368470124372,0.936,0.838,0.812,0.861698083726142,0.8439743051572928,0.8681833142949594,0.8502298190631468,-0.014000000000000012,-0.029999999999999916,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,1,native_radius_aware,500,0.9919857598552315,0.9671050141730362,0.18954368470124372,0.982,0.892,0.904,0.9084904550219637,0.9184056160914735,0.9065999240261707,0.9175061501480856,0.040000000000000036,0.062000000000000055,0.040000000000000036,0.062000000000000055
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,1,nearest_center,500,0.9498065160481645,0.9671690888425432,0.2771846654393606,0.978,0.836,0.836,0.8634422740513926,0.8502206046916332,0.863065383921367,0.8548399461441355,0.0,0.0,,
